customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00177,Male,0,Yes,No,62,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,24.08,1492.96,Yes
CUST00178,Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,110.13,1101.3,Yes
CUST00179,Male,0,No,Yes,35,No,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Bank transfer,33.14,1159.9,No
CUST00180,Male,0,No,No,23,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,49.51,1138.73,No
CUST00181,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,118.59,7708.35,No
CUST00182,Female,0,Yes,No,25,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Electronic check,112.75,2818.75,No
CUST00183,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,24.29,1287.37,No
CUST00184,Male,0,Yes,No,17,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,75.13,1277.21,No
CUST00185,Male,0,No,Yes,57,No,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.35,4750.95,No
CUST00186,Female,1,Yes,No,20,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,25.41,508.2,No
CUST00187,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,92.81,2320.25,No
CUST00188,Male,0,No,No,42,No,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,118.79,4989.18,No
CUST00189,Female,0,Yes,No,45,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,62.94,2832.3,No
CUST00190,Male,1,Yes,Yes,31,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,One year,No,Bank transfer,64.94,2013.14,No
CUST00191,Male,0,No,Yes,65,No,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,85.93,5585.45,No
CUST00192,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,93.65,4869.8,No
CUST00193,Male,0,No,Yes,21,No,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,98.98,2078.58,No
CUST00194,Male,0,No,No,30,No,Yes,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Credit card,27.76,832.8,No
CUST00195,Female,0,No,No,3,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.07,300.21,Yes
CUST00196,Female,1,No,Yes,70,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,106.41,7448.7,No
CUST00197,Female,0,No,Yes,43,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,24.52,1054.36,No
CUST00198,Male,1,No,No,29,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer,23.91,693.39,No
CUST00199,Male,0,No,No,3,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.09,225.27,Yes
CUST00200,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer,69.68,4041.44,Yes
CUST00201,Female,0,No,Yes,33,No,Yes,DSL,No,No internet service,No,No,No,No,One year,No,Mailed check,118.01,3894.33,No
CUST00202,Male,0,No,No,45,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,49.44,2224.8,No
CUST00203,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,79.02,5452.38,No
CUST00204,Female,1,No,No,32,No,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,70.67,2261.44,No
CUST00205,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,73.57,3825.64,No
CUST00206,Female,0,Yes,No,64,No,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card,85.97,5502.08,Yes
CUST00207,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,73.76,2950.4,No
CUST00208,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.69,268.97,Yes
CUST00209,Male,1,No,No,29,No,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,104.37,3026.73,No
CUST00210,Male,0,No,No,63,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,40.12,2527.56,No
CUST00211,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,43.12,1121.12,No
CUST00212,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,84.8,5003.2,No
CUST00213,Male,0,Yes,No,49,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,67.78,3321.22,Yes
CUST00214,Male,1,No,Yes,53,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,77.45,4104.85,No
CUST00215,Male,0,No,No,31,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,69.75,2162.25,Yes
CUST00216,Female,0,Yes,Yes,12,No,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,61.79,741.48,Yes
CUST00217,Male,0,No,Yes,58,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,68.33,3963.14,No
CUST00218,Female,0,No,No,36,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,34.11,1227.96,No
CUST00219,Male,0,Yes,Yes,10,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,116.93,1169.3,Yes
CUST00220,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Credit card,77.48,464.88,Yes
CUST00221,Male,1,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,No,Credit card,48.68,340.76,No
CUST00222,Female,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer,91.28,2829.68,No
CUST00223,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Bank transfer,108.01,7776.72,No
CUST00224,Female,0,Yes,No,3,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,49.65,148.95,Yes
CUST00225,Female,1,Yes,No,47,No,No phone service,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,52.45,2465.15,No
CUST00226,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,63.85,63.85,Yes
CUST00227,Female,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,41.73,1877.85,No
CUST00228,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,100.98,5452.92,No
CUST00229,Male,0,No,No,50,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,78.42,3921.0,No
CUST00230,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer,25.7,179.9,No
CUST00231,Female,1,Yes,Yes,63,No,Yes,No,No internet service,No,Yes,No,No,No internet service,One year,No,Bank transfer,119.67,7539.21,No
CUST00232,Female,0,No,No,15,No,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,77.5,1162.5,Yes
CUST00233,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,108.99,7302.33,Yes
CUST00234,Female,0,No,Yes,30,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer,70.16,2104.8,No
CUST00235,Female,0,No,Yes,68,No,Yes,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Credit card,78.24,5320.32,No
CUST00236,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,65.45,2356.2,No
CUST00237,Female,0,No,No,67,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer,62.28,4172.76,No
CUST00238,Male,0,Yes,No,5,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,41.83,209.15,Yes
CUST00239,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer,116.21,2905.25,No
CUST00240,Female,1,No,Yes,11,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,No,Electronic check,38.18,419.98,No
CUST00241,Male,1,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,72.64,5230.08,No
CUST00242,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,28.71,1894.86,Yes
CUST00243,Male,0,No,Yes,28,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card,119.34,3341.52,No
CUST00244,Male,0,No,Yes,60,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,75.57,4534.2,No
CUST00245,Female,0,No,Yes,10,No,Yes,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,101.46,1014.6,Yes
CUST00246,Male,0,No,Yes,50,No,No,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Credit card,76.29,3814.5,No
CUST00247,Male,0,No,No,39,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,100.5,3919.5,Yes
CUST00248,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card,73.44,2717.28,No
CUST00249,Male,1,Yes,No,63,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Credit card,64.5,4063.5,No
CUST00250,Female,1,No,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,65.59,4000.99,No
CUST00251,Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,20.23,768.74,No
CUST00252,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,57.07,1883.31,No
CUST00253,Male,0,No,Yes,45,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,115.19,5183.55,No
CUST00254,Male,0,No,Yes,44,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,87.56,3852.64,No
CUST00255,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer,111.93,111.93,Yes
CUST00256,Male,0,No,Yes,53,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.03,2121.59,Yes
CUST00257,Female,0,No,Yes,47,No,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,69.12,3248.64,Yes
CUST00258,Female,0,No,No,33,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card,23.45,773.85,No
CUST00259,Male,1,No,No,67,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,87.71,5876.57,No
CUST00260,Male,0,No,Yes,15,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,98.4,1476.0,Yes
CUST00261,Female,0,Yes,No,14,No,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Mailed check,94.78,1326.92,No
CUST00262,Male,0,No,Yes,23,Yes,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer,28.68,659.64,No
CUST00263,Male,0,Yes,No,54,No,Yes,No,No,No,No,No,No,No internet service,One year,No,Bank transfer,44.75,2416.5,Yes
CUST00264,Male,0,Yes,No,8,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,85.58,684.64,No
CUST00265,Female,0,No,Yes,54,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,95.9,5178.6,Yes
CUST00266,Female,0,Yes,No,36,No,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,47.42,1707.12,Yes
CUST00267,Female,0,No,No,52,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,60.62,3152.24,Yes
CUST00268,Male,0,No,No,6,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,55.13,330.78,Yes
CUST00269,Male,0,No,Yes,28,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,20.46,572.88,Yes
CUST00270,Female,0,No,No,50,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.65,3882.5,No
CUST00271,Female,1,Yes,No,38,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,86.91,3302.58,No
CUST00272,Female,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,47.64,1429.2,Yes
CUST00273,Female,0,No,No,54,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card,88.78,4794.12,No
CUST00274,Male,0,Yes,No,71,Yes,No phone service,No,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,44.27,3143.17,Yes
CUST00275,Female,1,Yes,No,46,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,91.55,4211.3,No
CUST00276,Male,1,Yes,No,28,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,65.72,1840.16,No
CUST00277,Female,0,No,No,17,No,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Bank transfer,107.19,1822.23,No
CUST00278,Male,0,Yes,No,48,No,No,No,Yes,No,No internet service,Yes,No,No,One year,No,Credit card,74.47,3574.56,No
CUST00279,Female,1,Yes,Yes,44,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,38.47,1692.68,No
CUST00280,Female,0,Yes,No,60,No,Yes,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,102.2,6132.0,No
CUST00281,Female,0,No,No,60,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,97.77,5866.2,Yes
CUST00282,Female,0,Yes,No,5,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,28.42,142.1,Yes
CUST00283,Male,1,Yes,No,69,No,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,24.8,1711.2,No
CUST00284,Female,1,No,No,70,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,33.63,2354.1,No
CUST00285,Male,0,Yes,Yes,7,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,104.53,731.71,No
CUST00286,Male,0,No,Yes,53,No,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,52.04,2758.12,Yes
CUST00287,Male,0,No,Yes,17,No,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,70.48,1198.16,No
CUST00288,Male,0,No,Yes,59,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,80.3,4737.7,No
CUST00289,Female,1,No,No,9,No,No phone service,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,94.35,849.15,Yes
CUST00290,Male,0,No,No,22,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,103.0,2266.0,No
CUST00291,Male,0,No,No,45,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.59,3221.55,Yes
CUST00292,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,61.58,3633.22,No
CUST00293,Female,0,No,Yes,13,No,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,Yes,Mailed check,39.59,514.67,Yes
CUST00294,Female,0,Yes,Yes,12,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,80.75,969.0,No
CUST00295,Female,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,74.99,2699.64,Yes
CUST00296,Female,0,No,No,10,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,49.12,491.2,Yes
CUST00297,Male,0,Yes,No,16,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Credit card,64.62,1033.92,No
CUST00298,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,93.97,1785.43,Yes
CUST00299,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,82.71,496.26,Yes
CUST00300,Male,0,No,Yes,4,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,68.17,272.68,No
CUST00301,Male,1,Yes,Yes,30,No,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,47.23,1416.9,No
CUST00302,Male,1,Yes,Yes,46,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,86.8,3992.8,No
CUST00303,Female,1,No,Yes,27,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer,82.77,2234.79,No
CUST00304,Female,0,Yes,No,45,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card,65.82,2961.9,Yes
CUST00305,Male,1,Yes,No,37,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,43.85,1622.45,No
CUST00306,Female,0,Yes,Yes,9,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card,37.49,337.41,Yes
CUST00307,Female,0,No,Yes,61,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,53.94,3290.34,Yes
CUST00308,Female,0,Yes,No,35,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,110.87,3880.45,Yes
CUST00309,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,95.39,4483.33,No
CUST00310,Female,0,No,Yes,21,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card,109.11,2291.31,Yes
CUST00311,Male,0,No,Yes,17,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,104.26,1772.42,Yes
